epoch	loss	v_loss	|	v_mae	v_mmre	v_pr25	v_n/a	|	t_mae	t_mmre	t_pr25	t_n/a
46	1.9660	1.8578	|	1.1543	0.7097	35.7143	0.0000	|	1.0794	0.6469	39.1691	0.0000	|  Best result at epoch 13
47	2.0602	2.0905	|	1.2386	0.8122	31.2500	0.0000	|	1.1705	0.7455	32.9377	0.0000	|  Best result at epoch 13
48	1.9542	1.8806	|	1.1660	0.7249	33.9286	0.0000	|	1.0896	0.6599	37.9822	0.0000	|  Best result at epoch 13
49	2.0624	1.8363	|	1.1425	0.6845	33.6310	0.0000	|	1.0512	0.6177	42.1365	0.0000	|  Best result at epoch 13
50	2.0301	2.0025	|	1.2030	0.7859	31.8452	0.0000	|	1.1322	0.7128	33.8279	0.0000	|  Best result at epoch 13
51	1.9708	1.8518	|	1.1468	0.7009	33.6310	0.0000	|	1.0567	0.6358	40.3561	0.0000	|  Best result at epoch 13
52	2.0097	1.9444	|	1.1837	0.7553	32.7381	0.0000	|	1.1034	0.6864	34.4214	0.0000	|  Best result at epoch 13
53	1.9406	2.2019	|	1.2730	0.8503	31.5476	0.0000	|	1.2097	0.7806	34.7181	0.0000	|  Best result at epoch 13
54	1.9762	1.8951	|	1.1605	0.6926	34.2262	0.0000	|	1.0615	0.6344	40.3561	0.0000	|  Best result at epoch 13
55	1.9762	1.9333	|	1.1788	0.7380	33.9286	0.0000	|	1.0926	0.6730	37.9822	0.0000	|  Best result at epoch 13
56	1.9681	2.0412	|	1.2218	0.7949	33.3333	0.0000	|	1.1458	0.7299	36.7953	0.0000	|  Best result at epoch 13
57	2.0023	1.8368	|	1.1343	0.6864	34.8214	0.0000	|	1.0431	0.6222	39.4659	0.0000	|  Best result at epoch 13
58	1.9737	1.8591	|	1.1494	0.6795	32.4405	0.0000	|	1.0457	0.6222	40.6528	0.0000	|  Best result at epoch 13
59	1.9839	1.8264	|	1.1308	0.6572	36.9048	0.0000	|	1.0442	0.5967	43.3234	0.0000	|  Best result at epoch 13
60	1.9690	1.8686	|	1.1604	0.7088	34.2262	0.0000	|	1.0618	0.6485	40.6528	0.0000	|  Best result at epoch 13
61	1.9645	1.9726	|	1.2010	0.7541	35.4167	0.0000	|	1.1023	0.6913	39.7626	0.0000	|  Best result at epoch 13
62	1.9464	2.1539	|	1.2499	0.8099	32.4405	0.0000	|	1.1673	0.7542	36.7953	0.0000	|  Best result at epoch 13
63	2.0464	2.0501	|	1.2201	0.7978	31.2500	0.0000	|	1.1566	0.7312	31.7507	0.0000	|  Best result at epoch 13
64	2.0068	1.8671	|	1.1554	0.7081	33.9286	0.0000	|	1.0673	0.6436	38.2789	0.0000	|  Best result at epoch 13
65	1.9528	1.9205	|	1.1783	0.7428	32.4405	0.0000	|	1.0901	0.6779	37.3887	0.0000	|  Best result at epoch 13
66	1.9510	2.0044	|	1.2030	0.7475	32.4405	0.0000	|	1.0906	0.6872	40.3561	0.0000	|  Best result at epoch 13
67	2.0251	1.9983	|	1.2024	0.7523	34.5238	0.0000	|	1.1041	0.6928	40.9496	0.0000	|  Best result at epoch 13
68	1.9622	1.8363	|	1.1377	0.6809	33.6310	0.0000	|	1.0344	0.6182	40.6528	0.0000	|  Best result at epoch 13
69	1.9732	1.9992	|	1.2033	0.7620	30.9524	0.0000	|	1.1051	0.6933	32.3442	0.0000	|  Best result at epoch 13
70	1.9721	2.3068	|	1.2950	0.8755	28.8690	0.0000	|	1.2430	0.8048	29.6736	0.0000	|  Best result at epoch 13
71	2.0262	1.8976	|	1.1695	0.7324	33.0357	0.0000	|	1.0782	0.6670	37.0920	0.0000	|  Best result at epoch 13
72	1.9411	1.9653	|	1.1987	0.7599	30.6548	0.0000	|	1.1077	0.7071	38.2789	0.0000	|  Best result at epoch 13
73	1.9413	1.8534	|	1.1354	0.6524	30.6548	0.0000	|	1.0271	0.5979	40.6528	0.0000	|  Best result at epoch 13
74	2.0009	1.8582	|	1.1445	0.7179	33.3333	0.0000	|	1.0694	0.6523	36.2018	0.0000	|  Best result at epoch 13
75	1.9398	1.9222	|	1.1809	0.7368	33.6310	0.0000	|	1.0932	0.6772	37.6855	0.0000	|  Best result at epoch 13
76	1.9394	2.0587	|	1.2306	0.8042	31.8452	0.0000	|	1.1633	0.7367	32.0475	0.0000	|  Best result at epoch 13
77	1.9672	1.8999	|	1.1731	0.7264	34.5238	0.0000	|	1.0778	0.6602	38.5757	0.0000	|  Best result at epoch 13
78	1.9835	2.0070	|	1.2087	0.7891	31.5476	0.0000	|	1.1460	0.7181	32.3442	0.0000	|  Best result at epoch 13
79	1.9243	1.8910	|	1.1700	0.7260	32.4405	0.0000	|	1.0734	0.6613	38.8724	0.0000	|  Best result at epoch 13
80	1.9268	1.9719	|	1.1950	0.7257	34.2262	0.0000	|	1.0753	0.6677	41.2463	0.0000	|  Best result at epoch 13
81	2.0057	1.8454	|	1.1466	0.6923	36.9048	0.0000	|	1.0537	0.6300	40.9496	0.0000	|  Best result at epoch 13
82	1.9107	2.1979	|	1.2650	0.8303	36.6071	0.0000	|	1.1827	0.7733	38.2789	0.0000	|  Best result at epoch 13
83	1.9684	2.3287	|	1.3134	0.8865	32.4405	0.0000	|	1.2508	0.8120	30.5638	0.0000	|  Best result at epoch 13
