epoch	loss	v_loss	|	v_mae	v_mmre	v_pr25	v_n/a	|	t_mae	t_mmre	t_pr25	t_n/a
105	9.6562	18.2995	|	3.2658	0.6969	26.7123	0.0000	|	3.2282	0.8475	29.0541	0.0000	|  Best result at epoch 83
106	10.6931	16.8312	|	3.2244	0.7510	28.0822	0.0000	|	3.1160	0.9060	35.1351	0.0000	|  Best result at epoch 83
107	9.1899	16.1044	|	3.2931	0.8583	24.6575	0.0000	|	3.1072	1.0291	30.4054	0.0000	|  Best result at epoch 83
108	10.1625	17.0056	|	3.2463	0.7563	27.3973	0.0000	|	3.0858	0.9189	33.1081	0.0000	|  Best result at epoch 83
109	10.2264	16.1256	|	3.2417	0.8199	28.0822	0.0000	|	3.0939	0.9859	30.4054	0.0000	|  Best result at epoch 83
110	9.6409	17.5879	|	3.2665	0.7438	27.3973	0.0000	|	3.1521	0.8909	30.4054	0.0000	|  Best result at epoch 83
111	9.6298	16.9652	|	3.3127	0.8140	26.7123	0.0000	|	3.1288	0.9680	29.7297	0.0000	|  Best result at epoch 83
112	9.2631	17.7071	|	3.2679	0.7360	27.3973	0.0000	|	3.1456	0.8917	31.7568	0.0000	|  Best result at epoch 83
113	9.4226	17.6848	|	3.2557	0.7375	27.3973	0.0000	|	3.1419	0.8916	30.4054	0.0000	|  Best result at epoch 83
114	9.7989	16.9372	|	3.2675	0.7925	28.0822	0.0000	|	3.1208	0.9440	29.7297	0.0000	|  Best result at epoch 83
115	10.0081	17.9591	|	3.2501	0.7144	26.7123	0.0000	|	3.1614	0.8647	32.4324	0.0000	|  Best result at epoch 83
116	9.7349	16.6072	|	3.2960	0.8365	28.0822	0.0000	|	3.0830	1.0057	28.3784	0.0000	|  Best result at epoch 83
117	9.3845	16.9061	|	3.2648	0.7891	30.8219	0.0000	|	3.0838	0.9525	31.0811	0.0000	|  Best result at epoch 83
118	9.4436	18.7067	|	3.2865	0.6982	26.7123	0.0000	|	3.1762	0.8445	31.7568	0.0000	|  Best result at epoch 83
119	10.2031	16.7925	|	3.2338	0.7716	30.8219	0.0000	|	3.0831	0.9347	31.7568	0.0000	|  Best result at epoch 83
120	10.2391	17.6923	|	3.2487	0.7362	29.4521	0.0000	|	3.1465	0.8904	34.4595	0.0000	|  Best result at epoch 83
121	9.2209	18.4950	|	3.2870	0.7082	26.0274	0.0000	|	3.1630	0.8593	31.7568	0.0000	|  Best result at epoch 83
122	9.2533	16.4585	|	3.2937	0.8528	26.0274	0.0000	|	3.1209	1.0296	27.7027	0.0000	|  Best result at epoch 83
123	9.8810	17.4750	|	3.2542	0.7429	28.0822	0.0000	|	3.1285	0.9022	31.7568	0.0000	|  Best result at epoch 83
124	9.6751	17.4172	|	3.2810	0.7611	28.0822	0.0000	|	3.1223	0.9273	31.0811	0.0000	|  Best result at epoch 83
125	10.4411	17.5092	|	3.2614	0.7459	28.7671	0.0000	|	3.1362	0.9060	32.4324	0.0000	|  Best result at epoch 83
126	9.7920	16.9706	|	3.2551	0.7703	27.3973	0.0000	|	3.0894	0.9366	30.4054	0.0000	|  Best result at epoch 83
127	9.3269	18.0947	|	3.3032	0.7417	26.7123	0.0000	|	3.1380	0.9032	29.7297	0.0000	|  Best result at epoch 83
128	10.1434	17.6998	|	3.2774	0.7409	28.0822	0.0000	|	3.1207	0.8990	29.7297	0.0000	|  Best result at epoch 83
129	9.0418	17.3061	|	3.2571	0.7563	26.7123	0.0000	|	3.0969	0.9188	29.7297	0.0000	|  Best result at epoch 83
130	9.4994	18.0692	|	3.2768	0.7316	28.7671	0.0000	|	3.1541	0.8835	31.0811	0.0000	|  Best result at epoch 83
131	9.8691	17.1096	|	3.2799	0.7766	28.7671	0.0000	|	3.1083	0.9341	32.4324	0.0000	|  Best result at epoch 83
132	9.8411	17.0809	|	3.2413	0.7529	28.7671	0.0000	|	3.0939	0.9144	31.7568	0.0000	|  Best result at epoch 83
133	9.4321	17.9643	|	3.2601	0.7174	28.7671	0.0000	|	3.1295	0.8749	29.7297	0.0000	|  Best result at epoch 83
134	9.5538	16.7682	|	3.2767	0.8003	29.4521	0.0000	|	3.1049	0.9555	30.4054	0.0000	|  Best result at epoch 83
135	9.4861	16.9192	|	3.2418	0.7813	27.3973	0.0000	|	3.1528	0.9335	31.0811	0.0000	|  Best result at epoch 83
136	9.8212	16.6145	|	3.2309	0.7985	29.4521	0.0000	|	3.1604	0.9526	30.4054	0.0000	|  Best result at epoch 83
137	9.6504	16.9641	|	3.2354	0.7605	26.7123	0.0000	|	3.1549	0.9113	33.1081	0.0000	|  Best result at epoch 83
