epoch	loss	v_loss	|	v_mae	v_mmre	v_pr25	v_n/a	|	t_mae	t_mmre	t_pr25	t_n/a
46	14.1484	9.8640	|	2.3564	0.7624	36.2222	0.0000	|	2.1838	0.7295	35.3982	0.0000	|  Best result at epoch 23
47	13.6633	9.9405	|	2.3999	0.8008	35.1111	0.0000	|	2.2980	0.7764	32.5221	0.0000	|  Best result at epoch 23
48	14.0975	9.9395	|	2.3350	0.7276	36.8889	0.0000	|	2.1269	0.6903	37.8319	0.0000	|  Best result at epoch 23
49	13.5858	9.8673	|	2.3474	0.7678	35.1111	0.0000	|	2.2087	0.7342	35.3982	0.0000	|  Best result at epoch 23
50	13.5076	9.9350	|	2.3682	0.7802	34.8889	0.0000	|	2.2375	0.7475	34.9558	0.0000	|  Best result at epoch 23
51	13.7548	9.8928	|	2.3483	0.7542	37.3333	0.0000	|	2.1664	0.7164	36.5044	0.0000	|  Best result at epoch 23
52	13.7140	9.9055	|	2.4042	0.7942	35.1111	0.0000	|	2.2526	0.7601	34.9558	0.0000	|  Best result at epoch 23
53	13.6709	10.0519	|	2.5041	0.8560	33.3333	0.0000	|	2.4087	0.8310	32.7434	0.0000	|  Best result at epoch 23
54	13.6035	9.8305	|	2.3723	0.7909	34.4444	0.0000	|	2.2421	0.7572	35.3982	0.0000	|  Best result at epoch 23
55	13.9451	9.9017	|	2.3290	0.7536	36.6667	0.0000	|	2.1447	0.7074	37.3894	0.0000	|  Best result at epoch 23
56	13.8237	9.8542	|	2.3500	0.7685	35.3333	0.0000	|	2.1865	0.7256	36.5044	0.0000	|  Best result at epoch 23
57	13.5004	9.9472	|	2.4639	0.8476	34.2222	0.0000	|	2.3793	0.8157	31.1947	0.0000	|  Best result at epoch 23
58	13.6872	9.9293	|	2.3193	0.7371	37.7778	0.0000	|	2.1139	0.6927	37.3894	0.0000	|  Best result at epoch 23
59	13.4835	9.9767	|	2.4677	0.8539	34.8889	0.0000	|	2.3931	0.8209	32.9646	0.0000	|  Best result at epoch 23
60	13.6235	9.9856	|	2.4367	0.8402	34.6667	0.0000	|	2.3424	0.7967	32.5221	0.0000	|  Best result at epoch 23
61	13.4187	9.9180	|	2.4134	0.8276	33.3333	0.0000	|	2.3092	0.7797	32.5221	0.0000	|  Best result at epoch 23
62	13.3036	9.8212	|	2.3803	0.7923	35.7778	0.0000	|	2.2323	0.7493	34.9558	0.0000	|  Best result at epoch 23
63	13.1916	10.0593	|	2.5361	0.8782	33.3333	0.0000	|	2.4483	0.8464	32.9646	0.0000	|  Best result at epoch 23
64	13.3797	9.9572	|	2.3303	0.7430	38.2222	0.0000	|	2.1150	0.6918	38.0531	0.0000	|  Best result at epoch 23
65	13.2949	9.8693	|	2.3974	0.7911	35.5556	0.0000	|	2.2377	0.7507	35.3982	0.0000	|  Best result at epoch 23
66	13.3993	9.8915	|	2.3723	0.7743	36.0000	0.0000	|	2.1917	0.7297	36.7257	0.0000	|  Best result at epoch 23
67	13.3192	9.9462	|	2.4065	0.7906	34.8889	0.0000	|	2.2329	0.7482	34.7345	0.0000	|  Best result at epoch 23
68	13.4607	9.8949	|	2.3902	0.7786	36.0000	0.0000	|	2.2082	0.7380	36.5044	0.0000	|  Best result at epoch 23
69	13.5806	10.1975	|	2.3455	0.7208	36.2222	0.0000	|	2.0845	0.6782	39.6018	0.0000	|  Best result at epoch 23
70	13.7693	10.0614	|	2.3661	0.7407	37.1111	0.0000	|	2.1327	0.7024	38.4956	0.0000	|  Best result at epoch 23
71	12.9327	9.8748	|	2.4482	0.8138	35.5556	0.0000	|	2.3086	0.7875	36.0619	0.0000	|  Best result at epoch 23
72	13.3178	9.9721	|	2.4190	0.7919	35.5556	0.0000	|	2.2383	0.7504	36.5044	0.0000	|  Best result at epoch 23
73	13.5463	10.0320	|	2.4008	0.7663	37.5556	0.0000	|	2.1770	0.7194	38.4956	0.0000	|  Best result at epoch 23
74	13.1551	9.8750	|	2.4264	0.8036	36.0000	0.0000	|	2.2676	0.7670	36.0619	0.0000	|  Best result at epoch 23
75	13.4497	9.8838	|	2.3700	0.7738	36.2222	0.0000	|	2.1784	0.7286	36.9469	0.0000	|  Best result at epoch 23
76	13.2619	9.9603	|	2.3813	0.7711	36.6667	0.0000	|	2.1787	0.7250	36.7257	0.0000	|  Best result at epoch 23
77	13.1963	10.0616	|	2.4624	0.8302	34.6667	0.0000	|	2.3188	0.7869	34.9558	0.0000	|  Best result at epoch 23
78	13.0610	9.9431	|	2.3434	0.7526	37.3333	0.0000	|	2.1241	0.7050	37.3894	0.0000	|  Best result at epoch 23
79	13.4099	10.1270	|	2.5478	0.8886	34.0000	0.0000	|	2.4536	0.8561	32.3009	0.0000	|  Best result at epoch 23
80	13.1642	9.9429	|	2.4506	0.8211	35.5556	0.0000	|	2.2862	0.7756	35.3982	0.0000	|  Best result at epoch 23
81	13.0765	9.8722	|	2.4261	0.8146	34.2222	0.0000	|	2.2819	0.7747	35.3982	0.0000	|  Best result at epoch 23
82	13.2404	9.9348	|	2.4759	0.8440	33.7778	0.0000	|	2.3480	0.8084	34.9558	0.0000	|  Best result at epoch 23
83	12.9795	9.9595	|	2.3734	0.7660	37.3333	0.0000	|	2.1693	0.7215	37.8319	0.0000	|  Best result at epoch 23
84	13.4667	9.9421	|	2.3941	0.7773	37.5556	0.0000	|	2.2008	0.7357	37.1681	0.0000	|  Best result at epoch 23
85	12.9274	9.9940	|	2.4140	0.8058	35.7778	0.0000	|	2.2599	0.7625	36.2832	0.0000	|  Best result at epoch 23
86	13.0235	10.0378	|	2.3949	0.7712	39.1111	0.0000	|	2.1797	0.7249	37.8319	0.0000	|  Best result at epoch 23
87	13.0212	9.9584	|	2.4390	0.8287	35.3333	0.0000	|	2.3012	0.7843	35.6195	0.0000	|  Best result at epoch 23
88	13.6374	9.9303	|	2.4644	0.8380	34.8889	0.0000	|	2.3359	0.7999	34.5133	0.0000	|  Best result at epoch 23
89	13.5087	9.8521	|	2.4085	0.8105	35.7778	0.0000	|	2.2581	0.7669	36.0619	0.0000	|  Best result at epoch 23
90	13.3681	9.9812	|	2.4941	0.8675	34.6667	0.0000	|	2.3989	0.8272	34.2920	0.0000	|  Best result at epoch 23
91	13.0718	10.0047	|	2.3880	0.7776	38.6667	0.0000	|	2.1818	0.7258	37.3894	0.0000	|  Best result at epoch 23
92	13.3603	10.0333	|	2.5098	0.8686	34.4444	0.0000	|	2.4121	0.8297	33.8496	0.0000	|  Best result at epoch 23
93	13.0411	9.9873	|	2.4323	0.8052	36.8889	0.0000	|	2.2618	0.7586	37.3894	0.0000	|  Best result at epoch 23
