,Test MMRE,Avg. Training Loss
0,[0.9435333],0.007143825490814157
1,[0.8461563],0.0039919981985961596
2,[1.1627517],0.003767953315698432
3,[1.1127118],0.0032506234316873974
4,[0.92132413],0.0033434351161855647
5,[1.0956639],0.003355868471012722
6,[0.9850807],0.002848605748163316
7,[0.9534392],0.002585536850282673
8,[0.95626074],0.002057141723848263
9,[0.9503692],0.001936381458631152
10,[0.837047],0.0019168140145301028
11,[1.0518347],0.0018899711563919238
