,Test MMRE,Avg. Training Loss
0,[2.80639],0.013907844327728857
1,[2.8724613],0.006373926266943189
2,[2.6652048],0.00605531737991524
3,[1.9726539],0.005306272381196984
4,[2.7071135],0.005124062786556103
5,[1.8485643],0.005373968113086779
6,[2.441079],0.00441375651544976
7,[1.9511429],0.004465974073603072
8,[1.768576],0.0047047850014430214
9,[1.7005596],0.0043009833051738415
10,[1.9828717],0.004352886991744692
11,[1.8558067],0.003493858566137285
