,Test MMRE,Avg. Training Loss
0,1.1520175737142562,0.005597380929560002
1,0.735798343103379,0.004877016641243938
2,1.1048907709494233,0.0048841303020405276
3,1.2432989470195026,0.004291907529390994
4,1.3615927454363554,0.004112246148343686
5,0.9121979070082308,0.003865298278036616
6,1.1991812833957374,0.004095938008893947
7,1.674860438350588,0.004254408352564843
8,1.437352280523628,0.003789113160954522
9,1.4711767915729435,0.0033310457129984918
10,1.427123555438593,0.003892458526284567
11,1.020442269137129,0.0036287546002616486
