,Test MMRE,Avg. Training Loss
0,1.354669812,0.005180162
1,0.818564918,0.004721682
2,0.616389832,0.004224587
3,1.141282512,0.004292659
4,1.147053112,0.00381236
5,0.91494984,0.003651322
6,1.075415211,0.003441333
7,0.959031565,0.003048519
8,0.961554722,0.003169927
9,0.926068952,0.002861822
10,0.984817408,0.002811327
11,0.929098871,0.002788617
