,Test MMRE,Avg. Training Loss
0,0.8776683518874713,0.003252825004318239
1,0.9142564621870406,0.0022451936325524
2,0.5425926057981666,0.0020438243322515566
3,0.5037065467225726,0.001836306670080184
4,0.6810194380291663,0.0015644571550901196
5,0.885914190069095,0.001475395998261918
6,1.0075734870148485,0.001527009147072309
7,0.6696068732152608,0.0013889733202583892
8,0.8743459268219091,0.0014163652793381756
9,0.6110788055759092,0.001353162041050382
10,0.9074571165944111,0.0012893702375310423
11,0.7438191197447437,0.0011905148129076942
