,Test MMRE
0,1.1674846096429974
1,1.5385410087765194
2,0.8591508990502916
3,0.4860258137341589
4,0.6549332853173837
5,1.3872384128626436
6,0.9243684537359513
7,0.7780192961035937
8,0.7952808364643715
9,0.747061002504779
