,Test MMRE
0,1.1745205518554114
1,0.801379103933207
2,1.2993934453168714
3,1.076500597653318
4,0.5041704378461211
5,0.5389113110670057
6,0.5746992453178709
7,0.648332471636505
8,0.6826457743855744
9,0.6574615267653082
