,Test MMRE
0,1.727372999698855
1,1.0080519536160863
2,1.6498720138333738
3,1.208569143875502
4,0.545268883369863
5,0.6987740947748534
6,0.9657331941649318
7,0.7192691221251153
8,0.7578999501536601
9,1.07138260116335
