,Test MMRE
0,0.6370694706682116
1,0.8209698101816078
2,0.6857527668743084
3,0.7040447581093758
4,1.0173677262384444
5,1.2590360866238675
6,0.8733911602136989
7,0.9017354492583157
8,0.9306052808882669
9,0.8533743270779571
