,Test MMRE
0,0.6401523244880398
1,0.8948077822012989
2,0.8636411129185074
3,0.8133053148876175
4,0.8977073635450443
5,1.0597814438812707
6,0.9627222592497001
7,0.8138501074050588
8,0.896378977047077
9,0.7315564920647138
