,Test MMRE
0,2.852340406915616
1,1.3114071718550153
2,0.9236890788223328
3,0.681318263157404
4,0.5785306231950277
5,0.5504250167647288
6,0.601629961065815
7,0.5617005189304196
8,0.6739007571928336
9,0.55450547691102
