,Predictions,True labels
197,0.07560958713293076,0.12
198,0.049605246633291245,0.03
199,0.05992008000612259,0.09
200,0.04356692358851433,0.04
201,0.04700499027967453,0.04
202,0.014367213472723961,0.03
203,0.02694578282535076,0.03
204,0.026879997923970222,0.01
205,0.026783481240272522,0.02
206,0.022187944501638412,0.02
207,0.028384782373905182,0.06
208,0.022603727877140045,0.01
209,0.04244207963347435,0.02
210,0.1138167753815651,0.08
211,0.07979866862297058,0.1
212,0.03363560140132904,0.05
213,0.07937324047088623,0.04
214,0.032898012548685074,0.01
215,0.03560627996921539,0.01
216,0.05733025446534157,0.04
217,0.04202009364962578,0.05
218,0.06062154099345207,0.1
219,0.01684778742492199,0.03
220,0.016956346109509468,0.01
221,0.024681389331817627,0.01
222,-0.001329050282947719,0.02
223,0.0667378157377243,0.08
224,0.01978680118918419,0.02
225,0.11560575664043427,0.2
226,0.051775138825178146,0.05
227,0.04620915278792381,0.03
228,0.05537597835063934,0.1
229,0.0672355517745018,0.04
230,0.05698395147919655,0.04
231,0.053784482181072235,0.04
232,0.03827216476202011,0.09
233,0.024456050246953964,0.01
234,0.0012323466362431645,0.02
235,0.052789077162742615,0.03
236,0.025546329095959663,0.02
237,0.032260723412036896,0.04
238,0.06636815518140793,0.02
239,0.055726755410432816,0.04
240,0.04541780799627304,0.04
241,0.038992464542388916,0.04
242,0.038783326745033264,0.04
243,0.02309316396713257,0.02
244,0.05636241286993027,0.05
245,0.024433104321360588,0.01
246,0.019622283056378365,0.07
247,0.04784052446484566,0.1
248,0.02068728767335415,0.01
249,0.03689040243625641,0.04
250,0.024823518469929695,0.01
251,0.03459479287266731,0.02
252,0.03198080137372017,0.1
253,0.010352452285587788,0.01
254,0.014944705180823803,0.02
255,0.13579988479614258,0.15
256,0.06470172852277756,0.05
257,0.018668415024876595,0.01
258,0.09090157598257065,0.2
259,0.26127785444259644,0.3
260,0.05925842002034187,0.08
261,0.09998295456171036,0.1
262,0.03588651865720749,0.03
263,0.0711509957909584,0.04
264,0.04823698103427887,0.03
265,0.06658198684453964,0.09
266,0.05155351758003235,0.03
267,0.027977876365184784,0.06
268,0.8401755690574646,0.7
269,0.030138006433844566,0.03
270,0.03481642156839371,0.05
271,0.035020820796489716,0.03
272,0.2806851863861084,0.53
273,0.01784011535346508,0.05
274,0.021031243726611137,0.05
275,0.0457761250436306,0.03
276,0.029345866292715073,0.02
277,0.11750537157058716,0.1
278,0.08478972315788269,0.07
279,0.04010020196437836,0.03
280,0.04841742664575577,0.02
281,0.09489873051643372,0.15
282,0.1213383600115776,0.08
283,0.07900548726320267,0.08
284,0.0487801693379879,0.08
285,0.03667830303311348,0.05
286,0.044735342264175415,0.02
287,0.04062722623348236,0.04
288,0.04419665411114693,0.01
289,0.03909553587436676,0.03
290,0.0459354966878891,0.04
291,0.017499620094895363,0.02
292,0.03133847936987877,0.02
293,0.029029104858636856,0.02
294,0.019663020968437195,0.02
295,0.0059151919558644295,0.02
296,0.041626669466495514,0.08
297,0.02380644530057907,0.02
298,0.019591182470321655,0.03
299,0.03756105154752731,0.04
300,-0.005384762771427631,0.01
301,0.0299395602196455,0.01
302,0.0457192063331604,0.02
303,0.012404629029333591,0.01
304,0.028845641762018204,0.04
305,0.06648945063352585,0.08
306,0.06184360757470131,0.06
307,0.05927162617444992,0.03
308,0.04983062297105789,0.02
309,0.06069331243634224,0.03
310,0.08600818365812302,0.08
311,0.0328572615981102,0.06
312,0.06426554918289185,0.02
313,0.040916893631219864,0.06
314,0.07458946108818054,0.02
315,0.022020675241947174,0.02
316,0.06921909004449844,0.16
317,0.03872077912092209,0.02
318,0.026035796850919724,0.02
319,0.040576569736003876,0.02
320,0.04071931540966034,0.1
321,0.02449602074921131,0.04
322,0.036161795258522034,0.12
323,0.0608803890645504,0.05
324,0.0339539498090744,0.08
325,0.04352942109107971,0.03
326,0.0832025408744812,0.1
327,0.026501385495066643,0.02
328,0.03789913281798363,0.01
329,0.003950915299355984,0.01
330,0.0592288076877594,0.03
331,0.07068173587322235,0.03
332,0.052476756274700165,0.01
333,0.42472976446151733,0.4
334,0.04110315442085266,0.04
335,0.0484631285071373,0.04
336,0.04263663291931152,0.04
337,0.007731919176876545,0.01
338,0.021718181669712067,0.02
339,0.0035552894696593285,0.01
340,0.032482877373695374,0.02
341,0.03184350207448006,0.04
342,0.031875040382146835,0.02
343,0.02740059420466423,0.02
344,0.03452610224485397,0.04
345,0.03730665147304535,0.04
346,0.03164052218198776,0.02
347,0.033975742757320404,0.04
348,0.04214513674378395,0.04
349,0.053566236048936844,0.04
350,0.06285138428211212,0.01
351,0.002898658625781536,0.01
352,0.033111196011304855,0.04
353,0.03362492471933365,0.01
354,0.05185362696647644,0.02
355,0.03539390116930008,0.02
356,0.034378767013549805,0.2
357,0.015550068579614162,0.03
358,0.03814969211816788,0.01
359,0.027134016156196594,0.04
360,0.021402087062597275,0.02
361,0.03074040822684765,0.04
362,0.022857818752527237,0.01
363,0.030510110780596733,0.01
364,0.016492687165737152,0.02
365,0.011334740556776524,0.01
366,0.031229207292199135,0.02
367,0.029627488926053047,0.04
368,0.06110912933945656,0.02
369,0.035188719630241394,0.02
370,0.042434219270944595,0.01
371,0.019347136840224266,0.01
372,0.042777370661497116,0.05
373,0.047173429280519485,0.03
374,0.048286475241184235,0.03
375,0.07320777326822281,0.06
376,0.08267279714345932,0.02
377,0.025027761235833168,0.02
378,0.03621230274438858,0.02
379,0.01838560216128826,0.01
380,0.028571555390954018,0.01
381,0.04239428788423538,0.01
382,0.0937664583325386,0.1
383,0.02565116621553898,0.01
384,0.027597278356552124,0.01
385,0.0703466385602951,0.04
386,0.027591409161686897,0.02
387,0.07907320559024811,0.08
388,0.023351414129137993,0.01
389,0.0274899210780859,0.04
390,0.01298851054161787,0.01
391,0.043074216693639755,0.02
392,0.026439759880304337,0.01
393,0.037471920251846313,0.01
394,0.008146421052515507,0.01
395,0.009453901089727879,0.02
396,0.007374241016805172,0.02
397,0.024756737053394318,0.01
398,0.04454537108540535,0.06
399,0.011873678304255009,0.02
400,0.010393454693257809,0.02
401,0.933042049407959,0.84
402,0.20216241478919983,0.19
403,0.5565729737281799,0.45
404,0.2766270339488983,0.3
405,0.34491074085235596,0.19
406,0.4377113878726959,0.39
407,0.3758440315723419,0.28
408,0.47873765230178833,0.4
409,0.04632199555635452,0.01
410,0.01767767407000065,0.02
411,0.5117591619491577,0.49
412,0.23275189101696014,0.19
413,0.04381068795919418,0.01
414,0.018303915858268738,0.01
415,0.04533443599939346,0.02
416,0.02200619876384735,0.01
417,0.012735352851450443,0.02
418,0.47889265418052673,1.0
419,0.9025193452835083,0.83
420,0.044563475996255875,0.01
421,0.05178182199597359,0.01
422,0.021720118820667267,0.02
423,0.023569434881210327,0.02
424,0.03717266395688057,0.01
425,0.03820221871137619,0.01
426,0.13638970255851746,0.2
427,0.02159905433654785,0.02
428,0.04952137917280197,0.02
429,0.03538242727518082,0.01
430,0.07332967966794968,0.1
431,0.03298762068152428,0.01
432,0.032100923359394073,0.02
433,0.0379742756485939,0.04
434,0.04674318805336952,0.04
435,0.03647865355014801,0.02
436,0.07106681913137436,0.06
437,0.38776955008506775,0.36
438,0.3429277837276459,0.31
439,0.5106944441795349,0.51
440,0.064949169754982,0.04
441,0.061556823551654816,0.1
442,0.025190507993102074,0.06
443,0.21580645442008972,0.3
444,0.3507242202758789,0.3
445,1.0928833484649658,1.0
446,0.31263160705566406,1.0
447,0.7814599871635437,0.6
448,0.7755632400512695,0.65
449,0.32624736428260803,0.3
450,0.23614822328090668,0.2
451,0.934901237487793,0.8
452,0.25706321001052856,0.2
453,0.08436620980501175,0.11
454,0.22738364338874817,0.2
455,0.05190194770693779,0.06
456,0.6753177046775818,0.5
457,0.28129667043685913,0.18
458,0.24632975459098816,0.18
459,0.6100412011146545,0.5
460,0.036174625158309937,0.03
461,0.02982008084654808,0.03
462,0.07068192213773727,0.08
463,0.06354297697544098,0.2
464,0.09572745859622955,0.1
465,0.09501852840185165,0.2
466,0.10528207570314407,0.1
467,0.03838317468762398,0.06
468,0.33598679304122925,0.3
469,0.13938678801059723,0.1
470,0.058894410729408264,0.08
471,0.2022182047367096,0.2
472,0.10255134105682373,0.14
473,0.21323177218437195,0.2
474,0.15164679288864136,0.05
475,0.7904741764068604,0.63
476,0.08465272188186646,0.04
477,0.3974645733833313,0.3
478,0.0723593607544899,0.06
479,0.45653682947158813,0.4
480,0.04607381671667099,0.04
481,0.05257020890712738,0.02
482,1.04451584815979,1.0
483,0.549932062625885,0.45
484,0.08033233880996704,0.1
485,0.022638438269495964,0.02
486,0.04676593095064163,0.02
487,0.03979633003473282,0.03
488,1.0233581066131592,1.0
489,0.31906017661094666,0.32
490,0.1048843190073967,0.06
491,0.4260024130344391,0.34
492,0.4185996949672699,0.34
493,0.38424909114837646,0.38
494,0.22383511066436768,0.2
495,0.08168991655111313,0.08
496,0.01592743769288063,0.06
497,0.05389762669801712,0.04
498,0.03662944212555885,0.02
499,0.002469348721206188,0.01
500,0.02583320438861847,0.03
501,0.6272314786911011,0.53
502,0.031440891325473785,0.04
503,0.19542109966278076,0.15
504,-0.005764256231486797,0.02
505,0.019546234980225563,0.06
506,0.06970662623643875,0.02
507,0.2126014679670334,0.2
508,0.033679235726594925,0.01
509,0.0182289220392704,0.01
510,0.02467169612646103,0.02
511,0.20737890899181366,0.2
512,0.030369147658348083,0.02
513,0.04506995528936386,0.1
514,0.015164363197982311,0.02
515,0.02368284948170185,0.01
516,0.003995890729129314,0.01
517,0.04482010751962662,0.04
518,0.05151132494211197,0.03
519,0.03174413740634918,0.02
520,0.12394195050001144,0.15
521,0.6772817373275757,0.56
522,0.04214007407426834,0.06
523,0.18268506228923798,0.16
524,0.05208919942378998,0.06
525,0.05309651792049408,0.03
526,0.14446163177490234,0.2
527,0.07611913233995438,0.1
528,0.04502733424305916,0.1
529,0.0503852441906929,0.06
530,0.06333407014608383,0.08
531,0.07952861487865448,0.16
532,0.06307712942361832,0.12
533,0.02483351342380047,0.06
534,0.02101023495197296,0.02
535,0.03511432558298111,0.03
536,0.14838334918022156,0.1
537,0.040997590869665146,0.03
538,0.04479651153087616,0.03
539,0.10507462173700333,0.1
540,0.05318344384431839,0.03
541,0.04592522978782654,0.03
542,0.07715553045272827,0.04
543,0.07660465687513351,0.1
544,0.0926215723156929,0.05
545,0.1665032058954239,0.1
546,0.07256598025560379,0.05
547,0.04159410670399666,0.06
548,0.03092319332063198,0.04
549,1.0998873710632324,1.0
550,0.7233454585075378,0.54
551,0.12984591722488403,0.07
552,0.09531565755605698,0.11
553,0.051693931221961975,0.01
554,0.0327661857008934,0.01
555,0.062115177512168884,0.06
556,0.18255706131458282,0.18
557,0.031696148216724396,0.07
558,0.07410191744565964,0.09
559,0.3529471755027771,0.29
560,0.07024211436510086,0.06
561,0.40097373723983765,0.29
562,0.6758237481117249,0.55
563,0.7449008226394653,0.56
564,0.5625925064086914,0.45
565,1.103675127029419,1.0
566,0.31140971183776855,0.28
567,1.127899408340454,1.0
568,0.284141480922699,0.1
569,0.01674524135887623,0.02
570,0.022641684859991074,0.03
571,0.015942158177495003,0.01
572,0.02407713234424591,0.02
573,0.008219835348427296,0.01
574,0.03512152284383774,0.01
575,0.08007439970970154,0.02
576,0.11524257063865662,0.06
577,0.04018579050898552,0.02
578,0.056012868881225586,0.04
579,0.07902275770902634,0.08
580,0.04622885212302208,0.06
581,0.0625155046582222,0.08
582,0.1110578179359436,0.1
583,0.0711001306772232,0.06
584,0.041581641882658005,0.08
585,0.1284029185771942,0.1
586,0.03146907687187195,0.04
587,0.005294916220009327,0.01
588,0.006100253202021122,0.02
589,0.033319391310214996,0.03
590,0.03728631138801575,0.01
591,0.023296335712075233,0.01
592,0.036559075117111206,0.02
593,0.013047504238784313,0.02
594,0.03639882802963257,0.01
595,0.01693672500550747,0.04
596,0.034201718866825104,0.01
597,0.035411641001701355,0.02
598,0.02768157608807087,0.01
599,0.047778792679309845,0.02
600,0.02140512317419052,0.02
601,0.06437388807535172,0.06
602,0.05714837461709976,0.04
603,0.1791238784790039,0.1
604,0.05082501843571663,0.04
605,0.04258042946457863,0.06
606,0.14371348917484283,0.01
607,0.08632373809814453,0.1
608,0.01448084507137537,0.01
609,0.019563252106308937,0.02
610,0.023535674437880516,0.02
611,0.03040134347975254,0.01
612,0.04263900965452194,0.02
613,0.01976819708943367,0.04
614,0.12301672995090485,0.18
615,0.07353894412517548,0.07
616,0.037449344992637634,0.02
617,0.05455328896641731,0.04
618,0.06112905591726303,0.16
619,0.04831686615943909,0.02
620,0.06488467007875443,0.08
621,0.02938687987625599,0.04
622,0.057545654475688934,0.04
623,0.05385119840502739,0.02
624,0.0630297139286995,0.05
625,0.04927247762680054,0.1
626,0.17237253487110138,0.35
627,0.04872599244117737,0.08
628,0.03088928945362568,0.02
629,0.03219600021839142,0.03
630,0.02927222102880478,0.02
631,0.012960930354893208,0.01
632,0.017111310735344887,0.01
633,0.030435774475336075,0.02
634,0.020473051816225052,0.02
635,0.026479192078113556,0.03
636,0.004553346894681454,0.01
637,0.03680004924535751,0.02
638,0.03765682131052017,0.02
639,0.765156626701355,0.56
640,0.24972940981388092,0.4
641,0.535660982131958,0.4
642,0.06672672182321548,0.05
643,0.045735836029052734,0.05
644,0.035440314561128616,0.02
645,0.03307970613241196,0.02
646,0.053957559168338776,0.06
647,0.03443235158920288,0.02
648,0.10517147928476334,0.1
649,0.07776398211717606,0.02
650,0.03264177590608597,0.01
651,0.0495833083987236,0.02
652,0.048296939581632614,0.05
653,0.02096017636358738,0.01
654,0.040284328162670135,0.04
655,0.02901075780391693,0.01
656,0.012099654413759708,0.02
657,0.042252812534570694,0.01
658,0.07895859330892563,0.07
659,0.05378743261098862,0.02
660,0.19965948164463043,0.1
661,0.06112106889486313,0.06
662,0.06696397811174393,0.13
663,0.014969456009566784,0.01
664,0.016413496807217598,0.03
665,0.04935772716999054,0.04
666,0.02364213578402996,0.04
667,0.04103516787290573,0.01
668,0.03366054967045784,0.02
669,0.028986040502786636,0.01
670,0.0723908394575119,0.04
671,0.67696613073349,1.0
672,0.006637967191636562,0.01
673,0.006925889290869236,0.01
674,0.02555019035935402,0.01
675,0.038525864481925964,0.02
676,0.0765523761510849,0.08
677,0.08384694904088974,0.06
678,0.04340990632772446,0.04
679,0.009964083321392536,0.03
680,0.017227493226528168,0.01
681,0.006338382139801979,0.01
682,0.025516165420413017,0.01
683,0.006871219724416733,0.01
684,0.04863552004098892,0.1
685,0.0756048634648323,0.04
686,-0.0011665270430967212,0.01
687,0.010685867629945278,0.04
688,0.040738604962825775,0.05
689,0.02597680501639843,0.03
690,0.23687772452831268,0.2
691,0.12586089968681335,0.1
692,0.07350195199251175,0.06
693,0.05233500525355339,0.06
694,0.7570465803146362,0.79
695,0.05043266713619232,0.04
696,0.02431495301425457,0.02
697,0.048332780599594116,0.05
698,0.05245479941368103,0.05
699,0.0066881729289889336,0.01
700,0.03678819537162781,0.01
701,0.037139419466257095,0.01
702,0.023690566420555115,0.02
703,0.03791734203696251,0.01
704,0.01588791236281395,0.01
705,0.01960492879152298,0.01
706,0.05259771645069122,0.03
707,0.04222036898136139,0.02
708,0.0625748559832573,0.1
709,0.024011848494410515,0.01
710,0.02121073566377163,0.02
711,0.010621675290167332,0.02
712,0.04888955131173134,0.02
713,0.03570263832807541,0.04
714,0.04165400192141533,0.04
715,0.028833704069256783,0.01
716,0.053114257752895355,0.02
717,0.046339504420757294,0.03
718,0.04210960492491722,0.02
719,0.03266306221485138,0.01
720,0.03650077059864998,0.09
721,0.029137656092643738,0.01
722,0.013949503190815449,0.01
723,0.061088383197784424,0.02
724,0.02399824745953083,0.04
725,0.07292791455984116,0.08
726,0.12707987427711487,0.1
727,0.010667833499610424,0.02
728,0.09201876819133759,0.18
729,0.014905833639204502,0.05
730,0.039441581815481186,0.01
731,0.21047541499137878,0.16
732,0.13442105054855347,0.1
733,0.09004390984773636,0.1
734,0.543773889541626,0.53
735,0.5623205900192261,0.53
736,0.08140268176794052,0.1
737,0.0780957043170929,0.12
738,0.08501717448234558,0.1
739,0.12796270847320557,0.05
740,0.05707049369812012,0.06
741,0.07647035270929337,0.07
742,0.07683039456605911,0.06
743,0.07848043739795685,0.08
744,0.08137073367834091,0.12
745,0.051549032330513,0.06
746,0.02604631520807743,0.02
747,0.0703594908118248,0.08
748,0.13825079798698425,0.08
749,0.07499978691339493,0.06
750,0.01455324050039053,0.01
751,0.07402583211660385,0.1
752,0.06119383126497269,0.04
753,0.042484644800424576,0.02
754,0.0522184744477272,0.05
755,0.1851104199886322,0.15
756,0.005503990687429905,0.01
757,0.09860298037528992,0.04
758,0.07211160659790039,0.06
759,0.017839768901467323,0.02
760,0.05623426288366318,0.07
761,0.0466034896671772,0.04
762,0.04432721436023712,0.01
763,0.01787356100976467,0.01
764,0.021764680743217468,0.02
765,0.06919525563716888,0.1
766,0.055743977427482605,0.04
767,0.039210546761751175,0.01
768,0.062165845185518265,0.1
769,0.013328325934708118,0.02
770,0.03854546323418617,0.01
771,0.03694002702832222,0.02
772,0.01593203656375408,0.02
773,0.039384957402944565,0.02
774,0.05149422585964203,0.01
775,0.029371261596679688,0.02
776,0.012584208510816097,0.04
777,0.027498401701450348,0.04
778,0.06085887923836708,0.15
779,0.04781751334667206,0.01
780,0.0750061571598053,0.05
781,0.049617014825344086,0.05
782,0.08849535882472992,0.08
783,0.13546063005924225,0.1
784,0.09880324453115463,0.11
785,0.037392109632492065,0.02
786,0.03504382446408272,0.01
787,0.018933529034256935,0.01
788,0.02531338296830654,0.01
789,0.028173301368951797,0.01
790,0.03840888664126396,0.01
791,0.20262035727500916,0.22
792,0.02100037969648838,0.01
793,0.012026151642203331,0.01
794,0.03867654129862785,0.01
795,0.05982041358947754,0.07
796,0.022288387641310692,0.01
797,0.06910715252161026,0.06
798,0.029798422008752823,0.05
799,0.0857391208410263,0.08
800,0.057234086096286774,0.06
801,0.039609216153621674,0.04
802,0.4892364740371704,0.38
803,0.1307404339313507,0.16
804,0.072416290640831,0.08
805,0.036672670394182205,0.02
806,0.01933719404041767,0.01
807,0.0757204219698906,0.08
808,0.03980255872011185,0.02
809,0.00793477799743414,0.01
810,0.02718476764857769,0.02
811,0.02540130726993084,0.02
812,0.023460404947400093,0.04
813,0.02631220407783985,0.02
814,0.04863531142473221,0.03
815,0.06348603218793869,0.02
816,0.024509059265255928,0.02
817,0.03966706618666649,0.06
818,0.05765601247549057,0.05
819,0.024487046524882317,0.01
820,0.05552253872156143,0.1
821,0.024100925773382187,0.01
822,0.04837774485349655,0.05
823,0.11044681072235107,0.1
824,0.006687403656542301,0.01
825,0.11293492466211319,0.15
826,0.049673810601234436,0.08
827,0.083043172955513,0.08
828,0.06134318560361862,0.05
829,0.06731361895799637,0.09
830,0.08747792989015579,0.04
831,0.04455462098121643,0.04
832,0.03637178987264633,0.02
833,0.013276678510010242,0.04
834,0.5867117047309875,0.53
835,0.5165679454803467,0.48
836,1.0284881591796875,1.0
837,0.11712492257356644,0.05
838,0.5532516837120056,1.0
839,0.5247182250022888,0.46
840,0.031167685985565186,0.08
841,0.009959670715034008,0.01
842,0.6307809352874756,0.57
843,0.40190431475639343,0.35
844,0.08530818670988083,0.05
845,0.04697389900684357,0.06
846,0.039952196180820465,0.01
847,0.15053866803646088,0.16
848,0.022104093804955482,0.02
849,0.45332276821136475,0.4
850,0.1937878429889679,0.14
851,0.01767818257212639,0.04
852,0.09468289464712143,0.14
853,0.16016048192977905,0.16
854,0.013218785636126995,0.01
855,0.032592568546533585,0.08
856,0.011683386750519276,0.01
857,0.06650015711784363,0.1
858,0.05466378480195999,0.01
859,0.08072683960199356,0.08
860,0.05980648472905159,0.01
861,0.06086885184049606,0.1
862,-0.002309889532625675,0.01
863,0.0116871427744627,0.01
864,0.04730784147977829,0.04
865,0.06810826063156128,0.08
866,0.04736495018005371,0.04
867,0.03521216660737991,0.01
868,0.04529756307601929,0.03
869,0.07667506486177444,0.06
870,0.025730645284056664,0.02
871,0.031049786135554314,0.11
872,0.2652585506439209,0.23
873,0.3092955946922302,0.6
874,0.05765537545084953,0.02
875,0.015115405432879925,0.01
876,0.11667775362730026,0.11
877,0.07215670496225357,0.05
878,0.027710745111107826,0.01
879,0.043553322553634644,0.03
880,0.09489757567644119,0.1
881,0.04268704727292061,0.04
882,0.01602332293987274,0.02
883,0.1983778029680252,0.16
884,0.0374501571059227,0.05
885,0.03584347665309906,0.04
886,0.0335787758231163,0.01
887,0.28462517261505127,0.2
888,0.0757821723818779,0.04
889,0.036259185522794724,0.04
890,0.04038234055042267,0.04
891,0.047123998403549194,0.04
892,0.08013801276683807,0.03
893,0.04251449182629585,0.01
894,0.05559048801660538,0.06
895,0.02958272211253643,0.04
896,0.05864112451672554,0.03
897,0.01613807864487171,0.01
898,0.017744459211826324,0.01
899,0.015043455176055431,0.01
900,0.00881877075880766,0.01
901,0.07390667498111725,0.08
902,0.09165366739034653,0.04
903,0.06546460837125778,0.04
904,0.06546460837125778,0.02
905,0.059233613312244415,0.06
906,0.06546460837125778,0.02
907,0.07371022552251816,0.1
908,-0.013030404224991798,0.02
909,0.03512435406446457,0.04
910,0.023901285603642464,0.08
911,0.01963099278509617,0.04
912,0.015415090136229992,0.02
913,0.045391641557216644,0.04
914,0.05782758444547653,0.02
915,0.04338992387056351,0.04
916,0.04270412027835846,0.01
917,0.03916606679558754,0.02
918,0.04366549476981163,0.01
919,0.030508238822221756,0.04
920,0.03069208189845085,0.01
921,0.03808840364217758,0.01
922,0.06614082306623459,0.1
923,0.05782001465559006,0.09
924,0.047232478857040405,0.06
925,0.040154650807380676,0.06
926,0.050992295145988464,0.06
927,0.045176636427640915,0.06
928,0.025695791468024254,0.06
929,0.025730429217219353,0.06
930,0.0426565557718277,0.06
931,0.054855652153491974,0.06
