,Test MMRE,Avg. Training Loss
0,1.0263716929411102,0.02231824786917485
1,2.275182798647115,0.0075523359007499315
2,1.1919848055630509,0.00546436943361496
3,1.4630158969020055,0.0053344759842420516
4,1.8498515421136592,0.003969135875021048
5,1.3606103130409288,0.004128616513743838
6,1.9272772672767235,0.0038777130328990677
7,2.061511335170103,0.0028055893118552706
8,2.1780257097109117,0.0026454821853165297
9,2.236721979829276,0.002383753470333412
10,2.006905089717798,0.002319996122597776
11,2.7219351244857535,0.0025257268013987454
