,Test MMRE,Avg. Training Loss
0,1.6152683712425642,0.02826127666568417
1,1.3400425765430555,0.007114046469463834
2,0.5283840422343928,0.004022747313034155
3,0.671231577580329,0.002729471307247877
4,1.3474843762814999,0.0024000094272196293
5,1.4962863617110997,0.002091671335490121
6,0.5014324708026834,0.001564063910596555
7,0.6325395197854959,0.001356388144943464
8,0.6911774550389964,0.0014521319286099502
9,0.5790645366869285,0.001277247498559778
10,0.4808400735928444,0.0016652685912309348
11,0.5646597486920655,0.0012992515902234508
