,Test MMRE,Avg. Training Loss
0,2.394768569348004,0.01619029748820676
1,1.1082827015485934,0.004226860760424573
2,1.0342403666393813,0.0037105897357926155
3,1.245885960306182,0.0032582316892400673
4,1.0891536025082307,0.0027097020811663987
5,1.142785817840974,0.00235686776189444
6,1.119246809367053,0.0022179342169040004
7,1.1937911840499087,0.001940026939757025
8,1.4317782672329082,0.0017688726328719312
9,1.4564093435102323,0.0015570908017719213
10,1.6875097957496166,0.0013271881758462256
11,2.317361788560796,0.001400935556142567
