,Test MMRE,Avg. Training Loss
0,4.1217010064227955,0.030002472625876016
1,1.3014022126306026,0.01474161966788498
2,1.279488210255901,0.012195637364956465
3,1.6318678776290092,0.00996893469709903
4,2.6783617138419125,0.008884859959256242
5,3.2641344740099854,0.007400529734282331
6,4.611029639219244,0.007627426170405339
7,4.367428054988739,0.006156461995984005
8,4.539827161512914,0.005874056448440321
9,3.0159756470294226,0.005468282388226891
10,2.961836796520012,0.00364993604704399
11,2.6926081527379293,0.0033669764154844665
